180.000000;179.000000;22903085.054635
195.000000;194.000000;17949279.399553
210.000000;209.000000;15977260.140599
225.000000;224.000000;19503009.800031
240.000000;239.000000;9503359.025404
255.000000;254.000000;15564027.869911
270.000000;269.000000;15001869.395280
285.000000;284.000000;16502565.362815
300.000000;299.000000;9337313.516960
315.000000;314.000000;12980654.817612
330.000000;329.000000;13945685.250819
345.000000;344.000000;14903731.043901
360.000000;359.000000;17050337.499086
375.000000;374.000000;9005995.950604
390.000000;389.000000;16687426.374308
405.000000;404.000000;15475527.182863
420.000000;419.000000;14755754.134545
435.000000;434.000000;16467605.581360
450.000000;449.000000;14991944.714363
465.000000;464.000000;10836957.297117
480.000000;479.000000;13093188.213828
495.000000;494.000000;7891533.009931
510.000000;509.000000;12166296.682808
525.000000;524.000000;15266747.534927
540.000000;539.000000;13637953.784079
555.000000;554.000000;15096027.672855
570.000000;569.000000;15608675.371893
585.000000;584.000000;11491285.511254
600.000000;599.000000;13207291.298542
615.000000;614.000000;15105864.353569
630.000000;629.000000;11850783.638048
645.000000;644.000000;12944988.396230
660.000000;659.000000;14614080.811669
675.000000;674.000000;6101932.190431
690.000000;689.000000;14601905.519673
705.000000;704.000000;12712327.894592
720.000000;719.000000;14781969.437386
735.000000;734.000000;9509758.247460
750.000000;749.000000;7225602.521942
765.000000;764.000000;14174859.244137
780.000000;779.000000;15336177.589300
795.000000;794.000000;11269953.860095
810.000000;809.000000;15551096.109059
825.000000;824.000000;13749627.762133
840.000000;839.000000;9061279.818289
855.000000;854.000000;15567416.788353
870.000000;869.000000;10404716.517150
885.000000;884.000000;6381077.884966
900.000000;899.000000;8023572.038830
915.000000;914.000000;13537050.431890
930.000000;929.000000;14108402.204595
945.000000;944.000000;11656336.666237
960.000000;959.000000;9922014.863657
975.000000;974.000000;11993555.825263
990.000000;989.000000;11934672.535607
1005.000000;1004.000000;6261564.106198
1020.000000;1019.000000;14576132.644299
1035.000000;1034.000000;14609864.170459
1050.000000;1049.000000;14972944.303800
1065.000000;1064.000000;14369038.371308
1080.000000;1079.000000;11954874.170941
1095.000000;1094.000000;13405549.800174
1110.000000;1109.000000;9373521.010731
1125.000000;1124.000000;13673122.625296
1140.000000;1139.000000;12335793.782246
1155.000000;1154.000000;9073549.900120
1170.000000;1169.000000;11754745.298342
1185.000000;1184.000000;13413422.140392
1200.000000;1199.000000;11458392.492610
1215.000000;1214.000000;14446696.192867
1230.000000;1229.000000;14370741.321378
1245.000000;1244.000000;14073600.017015
1260.000000;1259.000000;11397695.936411
1275.000000;1274.000000;6104442.869868
1290.000000;1289.000000;9347047.393295
1305.000000;1304.000000;14636789.228416
1320.000000;1319.000000;9244387.705221
1335.000000;1334.000000;13518334.509563
1350.000000;1349.000000;4795866.768875
1365.000000;1364.000000;14945661.691601
1380.000000;1379.000000;22041517.839920
1395.000000;1394.000000;20185745.861178
1410.000000;1409.000000;11213110.053578
1425.000000;1424.000000;12072245.446285
1440.000000;1439.000000;9635092.930381
1455.000000;1454.000000;11720897.775051
1470.000000;1469.000000;7727465.514788
1485.000000;1484.000000;6126423.645244
1500.000000;1499.000000;14208399.149195
1515.000000;1514.000000;6531516.332237
1530.000000;1529.000000;9493869.273965
1545.000000;1544.000000;9315235.498231
1560.000000;1559.000000;14084193.367760
1575.000000;1574.000000;10803192.860878
1590.000000;1589.000000;12441504.211713
1605.000000;1604.000000;6973565.672004
1620.000000;1619.000000;4559716.033473
1635.000000;1634.000000;10934301.071585
1650.000000;1649.000000;9956292.062266
1665.000000;1664.000000;14470732.075862
1680.000000;1679.000000;13490556.389369
1695.000000;1694.000000;13669653.387924
1710.000000;1709.000000;12710305.369627
1725.000000;1724.000000;14045042.981086
1740.000000;1739.000000;7711987.672307
1755.000000;1754.000000;13865623.465683
1770.000000;1769.000000;12414344.724090
1785.000000;1784.000000;14570203.483749
1800.000000;1799.000000;7481712.502520
1815.000000;1814.000000;13952352.521487
1830.000000;1829.000000;13611158.533656
1845.000000;1844.000000;10252224.976073
1860.000000;1859.000000;6372522.009614
1875.000000;1874.000000;15879175.986608
1890.000000;1889.000000;6196042.681920
1905.000000;1904.000000;7623792.235926
1920.000000;1919.000000;6278046.841829
1935.000000;1934.000000;9064745.212653
1950.000000;1949.000000;13917021.407981
1965.000000;1964.000000;9732341.888852
1980.000000;1979.000000;8427604.414712
1995.000000;1994.000000;16020371.930776
2010.000000;2009.000000;11925915.130784
2025.000000;2024.000000;10791007.641546
2040.000000;2039.000000;7809935.902304
2055.000000;2054.000000;15090650.302008
